Term , Document , Weight
outputmicrofiche , 892 , 1.0
earlyconcerns , 1387 , 1.0
zambia , 1216 , 1.0
networkmodeling , 654 , 1.0
comprehender , 320 , 1.0
difference , 470 , 1.0
difference , 476 , 1.0
difference , 612 , 1.0
difference , 1037 , 1.0
difference , 579 , 1.0
difference , 25 , 1.0
difference , 96 , 1.0
difference , 1281 , 1.0
difference , 86 , 1.0
difference , 238 , 1.0
difference , 333 , 1.0
difference , 160 , 1.0
difference , 663 , 1.0
difference , 412 , 1.0
difference , 1054 , 1.0
difference , 1090 , 1.0
authordeals , 64 , 1.0
arereviewed , 194 , 1.0
pcmand , 228 , 1.0
persistentconcern , 168 , 1.0
igos , 130 , 1.0
correspondinggraph , 570 , 1.0
researchresources , 1011 , 1.0
curriculumdevelopments , 598 , 1.0
formulating , 1142 , 1.0
formulating , 58 , 1.0
inherently , 380 , 1.0
inherently , 525 , 1.0
quietlyexpressed , 1206 , 1.0
administratebetter , 936 , 1.0
spatially , 66 , 1.0
proudto , 173 , 1.0
sources , 624 , 2.0
sources , 153 , 1.0
sources , 158 , 1.0
sources , 182 , 1.0
sources , 724 , 1.0
sources , 1340 , 1.0
sources , 1431 , 1.0
sources , 104 , 1.0
sources , 236 , 1.0
sources , 1373 , 1.0
sources , 407 , 1.0
sources , 588 , 2.0
sources , 1156 , 1.0
sources , 1407 , 3.0
sources , 37 , 1.0
sources , 68 , 1.0
sources , 728 , 1.0
sources , 595 , 1.0
sources , 16 , 1.0
sources , 1079 , 1.0
sources , 548 , 1.0
sources , 330 , 2.0
sources , 1367 , 1.0
sources , 1415 , 1.0
sources , 533 , 1.0
sources , 138 , 1.0
sources , 1158 , 3.0
sources , 65 , 2.0
sources , 202 , 1.0
sources , 1229 , 1.0
sources , 1099 , 1.0
sources , 788 , 2.0
sources , 753 , 2.0
sources , 95 , 1.0
sources , 1408 , 1.0
sources , 1109 , 2.0
sources , 156 , 1.0
sources , 293 , 2.0
sources , 1111 , 1.0
sources , 210 , 4.0
sources , 1190 , 1.0
sources , 1055 , 2.0
sources , 1370 , 1.0
sources , 1349 , 2.0
sources , 412 , 1.0
sources , 1098 , 1.0
sources , 1016 , 1.0
sources , 150 , 1.0
sources , 1097 , 2.0
sources , 406 , 1.0
sources , 1191 , 1.0
arecharacterized , 1123 , 1.0
stable , 896 , 1.0
stable , 1156 , 1.0
stable , 524 , 1.0
thesejournals , 735 , 1.0
no , 113 , 1.0
no , 563 , 1.0
no , 302 , 1.0
no , 93 , 2.0
no , 541 , 1.0
no , 89 , 1.0
no , 608 , 1.0
no , 638 , 1.0
no , 8 , 1.0
no , 411 , 1.0
no , 1249 , 1.0
no , 447 , 1.0
no , 1420 , 1.0
no , 918 , 1.0
no , 1216 , 1.0
no , 929 , 2.0
no , 373 , 1.0
no , 1219 , 1.0
no , 475 , 1.0
no , 104 , 1.0
no , 139 , 1.0
no , 802 , 1.0
no , 236 , 2.0
no , 497 , 1.0
no , 197 , 1.0
no , 346 , 1.0
no , 627 , 2.0
no , 291 , 1.0
no , 134 , 1.0
no , 174 , 3.0
no , 939 , 2.0
no , 657 , 1.0
no , 296 , 1.0
no , 714 , 1.0
no , 661 , 1.0
no , 1145 , 1.0
no , 448 , 1.0
no , 1265 , 1.0
no , 903 , 2.0
no , 754 , 1.0
no , 725 , 1.0
no , 1380 , 1.0
no , 761 , 1.0
no , 951 , 1.0
no , 350 , 1.0
no , 548 , 2.0
no , 1189 , 1.0
no , 353 , 1.0
no , 720 , 1.0
no , 403 , 1.0
no , 476 , 1.0
no , 592 , 2.0
no , 1440 , 1.0
no , 487 , 1.0
no , 921 , 1.0
no , 445 , 2.0
no , 234 , 1.0
no , 820 , 1.0
no , 1417 , 1.0
no , 898 , 2.0
no , 636 , 1.0
no , 1336 , 1.0
no , 383 , 1.0
no , 938 , 1.0
no , 656 , 1.0
no , 954 , 1.0
no , 290 , 1.0
no , 658 , 1.0
no , 1264 , 1.0
no , 442 , 1.0
no , 278 , 1.0
no , 1444 , 1.0
no , 934 , 1.0
no , 151 , 1.0
no , 477 , 1.0
no , 1304 , 1.0
no , 264 , 1.0
no , 257 , 1.0
no , 517 , 1.0
no , 1281 , 1.0
no , 260 , 1.0
no , 1111 , 1.0
no , 2 , 1.0
no , 86 , 1.0
no , 1403 , 1.0
no , 371 , 1.0
no , 1095 , 1.0
no , 587 , 1.0
no , 1049 , 1.0
no , 1377 , 1.0
no , 1277 , 1.0
no , 1344 , 1.0
no , 663 , 1.0
no , 1266 , 1.0
no , 637 , 1.0
no , 489 , 1.0
no , 363 , 1.0
no , 154 , 1.0
no , 222 , 1.0
no , 457 , 1.0
no , 359 , 1.0
no , 1054 , 1.0
no , 1021 , 1.0
no , 366 , 1.0
no , 1043 , 1.0
no , 1187 , 1.0
no , 131 , 2.0
no , 1398 , 1.0
no , 1402 , 2.0
no , 975 , 1.0
no , 161 , 1.0
no , 417 , 1.0
no , 709 , 1.0
no , 176 , 1.0
culturalanthropology , 819 , 1.0
massservicing , 1411 , 1.0
asits , 397 , 1.0
convertedto , 746 , 1.0
isled , 484 , 1.0
possession , 977 , 1.0
resistant , 9 , 1.0
carlson , 56 , 1.0
closest , 650 , 1.0
closest , 845 , 1.0
closest , 1032 , 1.0
closest , 924 , 1.0
mechanized , 563 , 1.0
mechanized , 1362 , 1.0
mechanized , 175 , 1.0
mechanized , 1259 , 1.0
mechanized , 1120 , 1.0
mechanized , 44 , 1.0
mechanized , 117 , 1.0
mechanized , 497 , 1.0
mechanized , 1421 , 1.0
mechanized , 1229 , 1.0
mechanized , 820 , 3.0
mechanized , 386 , 1.0
mechanized , 1426 , 1.0
mechanized , 856 , 1.0
mechanized , 916 , 1.0
mechanized , 795 , 1.0
mechanized , 641 , 1.0
mechanized , 18 , 1.0
mechanized , 615 , 1.0
mechanized , 660 , 1.0
mechanized , 451 , 1.0
thirty , 425 , 1.0
thirty , 516 , 1.0
thirty , 973 , 1.0
thirty , 473 , 1.0
thirty , 219 , 1.0
thirty , 391 , 1.0
thirty , 344 , 1.0
thirty , 795 , 1.0
thirty , 1025 , 1.0
thirty , 807 , 1.0
thirty , 1016 , 1.0
thirty , 1090 , 1.0
grams , 1194 , 4.0
ishighly , 504 , 1.0
frommutual , 1456 , 1.0
systemsanalysis , 1173 , 1.0
systemsanalysis , 409 , 1.0
systemsanalysis , 621 , 1.0
systemsanalysis , 135 , 1.0
publiclibrary , 934 , 1.0
publiclibrary , 942 , 1.0
publiclibrary , 1384 , 1.0
abbreviation , 442 , 1.0
abbreviation , 516 , 1.0
houror , 1018 , 1.0
accurately , 762 , 1.0
accurately , 758 , 1.0
accurately , 821 , 1.0
accurately , 244 , 1.0
accurately , 714 , 1.0
accurately , 49 , 1.0
accurately , 712 , 1.0
anyservice , 818 , 1.0
parametersextracted , 1417 , 1.0
anincrease , 391 , 1.0
eightypercent , 186 , 1.0
reportdid , 437 , 1.0
andprocedure , 385 , 1.0
frontsof , 17 , 1.0
curriculum , 598 , 2.0
curriculum , 1245 , 1.0
curriculum , 275 , 2.0
curriculum , 282 , 1.0
curriculum , 85 , 1.0
curriculum , 1398 , 1.0
hassles , 308 , 1.0
rome , 1025 , 2.0
scrupulous , 242 , 1.0
western , 1216 , 1.0
western , 414 , 1.0
western , 387 , 1.0
western , 1052 , 1.0
western , 909 , 2.0
provenutility , 1360 , 1.0
chain , 697 , 1.0
chain , 1215 , 1.0
chain , 848 , 1.0
chain , 1090 , 1.0
chain , 667 , 1.0
very , 974 , 1.0
very , 120 , 1.0
very , 885 , 1.0
very , 400 , 1.0
very , 307 , 1.0
very , 1224 , 1.0
very , 343 , 1.0
very , 1431 , 1.0
very , 1020 , 1.0
very , 139 , 1.0
very , 132 , 2.0
very , 291 , 2.0
very , 163 , 3.0
very , 224 , 1.0
very , 123 , 1.0
very , 429 , 1.0
very , 527 , 1.0
very , 635 , 1.0
very , 350 , 1.0
very , 812 , 1.0
very , 913 , 1.0
very , 1415 , 1.0
very , 1045 , 2.0
very , 1372 , 1.0
very , 1056 , 1.0
very , 108 , 1.0
very , 505 , 1.0
very , 1314 , 1.0
very , 1309 , 2.0
very , 1048 , 1.0
very , 386 , 1.0
very , 883 , 1.0
very , 745 , 5.0
very , 25 , 1.0
very , 503 , 1.0
very , 764 , 1.0
very , 950 , 1.0
very , 644 , 1.0
very , 42 , 1.0
very , 109 , 1.0
very , 260 , 1.0
very , 1111 , 1.0
very , 1358 , 1.0
very , 965 , 1.0
very , 371 , 1.0
very , 738 , 1.0
very , 520 , 1.0
very , 125 , 1.0
very , 258 , 1.0
very , 618 , 1.0
very , 1316 , 1.0
very , 1021 , 1.0
very , 584 , 1.0
very , 1007 , 1.0
very , 740 , 1.0
very , 1090 , 1.0
very , 926 , 1.0
very , 200 , 1.0
very , 1445 , 3.0
very , 1180 , 1.0
very , 1393 , 1.0
we , 574 , 1.0
we , 1446 , 1.0
we , 98 , 1.0
we , 974 , 3.0
we , 664 , 1.0
we , 93 , 3.0
we , 158 , 1.0
we , 544 , 1.0
we , 89 , 2.0
we , 124 , 1.0
we , 8 , 2.0
we , 400 , 1.0
we , 1339 , 2.0
we , 1224 , 3.0
we , 164 , 3.0
we , 1351 , 1.0
we , 881 , 1.0
we , 313 , 6.0
we , 100 , 1.0
we , 1235 , 1.0
we , 121 , 6.0
we , 343 , 5.0
we , 955 , 2.0
we , 1213 , 2.0
we , 284 , 1.0
we , 1031 , 2.0
we , 1027 , 3.0
we , 104 , 1.0
we , 1091 , 2.0
we , 181 , 1.0
we , 132 , 1.0
we , 825 , 1.0
we , 236 , 1.0
we , 1273 , 1.0
we , 1334 , 2.0
we , 908 , 1.0
we , 650 , 1.0
we , 346 , 1.0
we , 670 , 3.0
we , 948 , 1.0
we , 769 , 3.0
we , 227 , 3.0
we , 250 , 2.0
we , 399 , 3.0
we , 22 , 1.0
we , 988 , 4.0
we , 163 , 1.0
we , 460 , 2.0
we , 123 , 1.0
we , 382 , 1.0
we , 623 , 1.0
we , 1215 , 1.0
we , 166 , 3.0
we , 776 , 2.0
we , 1427 , 2.0
we , 509 , 3.0
we , 949 , 1.0
we , 1425 , 1.0
we , 1068 , 2.0
we , 606 , 1.0
we , 973 , 1.0
we , 714 , 2.0
we , 441 , 2.0
we , 24 , 4.0
we , 459 , 2.0
we , 1145 , 4.0
we , 1265 , 1.0
we , 233 , 1.0
we , 731 , 1.0
we , 761 , 2.0
we , 350 , 1.0
we , 500 , 1.0
we , 900 , 3.0
we , 159 , 3.0
we , 59 , 1.0
we , 353 , 3.0
we , 1077 , 1.0
we , 1066 , 1.0
we , 1271 , 1.0
we , 256 , 2.0
we , 48 , 1.0
we , 476 , 1.0
we , 533 , 1.0
we , 1204 , 2.0
we , 984 , 2.0
we , 228 , 1.0
we , 967 , 1.0
we , 1158 , 1.0
we , 592 , 5.0
we , 148 , 1.0
we , 508 , 3.0
we , 505 , 1.0
we , 1313 , 2.0
we , 1234 , 1.0
we , 1443 , 2.0
we , 364 , 1.0
we , 185 , 1.0
we , 1218 , 1.0
we , 1314 , 1.0
we , 923 , 2.0
we , 6 , 1.0
we , 1048 , 1.0
we , 140 , 1.0
we , 173 , 1.0
we , 17 , 4.0
we , 771 , 1.0
we , 60 , 1.0
we , 391 , 1.0
we , 1264 , 2.0
we , 122 , 2.0
we , 96 , 2.0
we , 503 , 1.0
we , 764 , 1.0
we , 1444 , 2.0
we , 934 , 3.0
we , 819 , 1.0
we , 368 , 1.0
we , 795 , 2.0
we , 1455 , 1.0
we , 257 , 1.0
we , 439 , 2.0
we , 571 , 2.0
we , 972 , 1.0
we , 156 , 1.0
we , 1321 , 1.0
we , 365 , 5.0
we , 311 , 4.0
we , 488 , 2.0
we , 1065 , 1.0
we , 641 , 1.0
we , 1399 , 1.0
we , 402 , 1.0
we , 1332 , 1.0
we , 371 , 1.0
we , 1044 , 3.0
we , 416 , 2.0
we , 1274 , 2.0
we , 594 , 2.0
we , 438 , 2.0
we , 247 , 1.0
we , 319 , 4.0
we , 933 , 1.0
we , 570 , 1.0
we , 1308 , 1.0
we , 359 , 1.0
we , 1188 , 1.0
we , 129 , 2.0
we , 471 , 1.0
we , 1338 , 3.0
we , 555 , 2.0
we , 1285 , 1.0
we , 1072 , 1.0
we , 150 , 3.0
we , 3 , 1.0
we , 369 , 3.0
we , 323 , 3.0
we , 1456 , 1.0
we , 797 , 3.0
we , 1214 , 1.0
we , 1007 , 1.0
we , 1187 , 2.0
we , 401 , 5.0
we , 640 , 1.0
we , 229 , 2.0
we , 1311 , 2.0
we , 1385 , 1.0
we , 779 , 2.0
we , 1151 , 1.0
we , 1333 , 2.0
we , 349 , 3.0
we , 28 , 1.0
we , 417 , 1.0
we , 711 , 1.0
we , 146 , 1.0
we , 577 , 1.0
we , 358 , 1.0
we , 312 , 3.0
formal , 544 , 2.0
formal , 1224 , 2.0
formal , 447 , 1.0
formal , 1202 , 1.0
formal , 396 , 2.0
formal , 746 , 1.0
formal , 1323 , 1.0
formal , 1373 , 2.0
formal , 1407 , 2.0
formal , 657 , 1.0
formal , 1068 , 1.0
formal , 398 , 3.0
formal , 1137 , 1.0
formal , 1052 , 1.0
formal , 476 , 2.0
formal , 1335 , 2.0
formal , 386 , 1.0
formal , 25 , 1.0
formal , 397 , 1.0
formal , 1185 , 1.0
formal , 344 , 1.0
formal , 644 , 1.0
formal , 525 , 1.0
formal , 42 , 1.0
formal , 1163 , 1.0
formal , 109 , 2.0
formal , 1073 , 2.0
formal , 1111 , 2.0
formal , 1297 , 1.0
formal , 1388 , 1.0
formal , 558 , 1.0
formal , 1008 , 1.0
formal , 838 , 1.0
formal , 97 , 1.0
formal , 435 , 1.0
formal , 1177 , 1.0
formal , 960 , 1.0
formal , 1187 , 3.0
formal , 440 , 1.0
formal , 28 , 1.0
formal , 1341 , 1.0
moved , 1249 , 1.0
moved , 1369 , 1.0
muchsimplified , 321 , 1.0
requestedits , 1231 , 1.0
suburbia , 1216 , 1.0
din , 1073 , 1.0
approved , 181 , 1.0
approved , 891 , 1.0
add , 896 , 1.0
add , 884 , 1.0
add , 1380 , 1.0
add , 1451 , 1.0
add , 910 , 1.0
add , 173 , 1.0
add , 1051 , 1.0
add , 1403 , 1.0
add , 651 , 1.0
add , 926 , 1.0
add , 803 , 1.0
operators , 817 , 1.0
operators , 732 , 1.0
operators , 523 , 2.0
operators , 758 , 3.0
operators , 773 , 1.0
operators , 642 , 1.0
operators , 1159 , 1.0
operators , 838 , 2.0
sixnonjudgmental , 661 , 1.0
isbased , 682 , 1.0
biomedicalbooks , 184 , 1.0
ethyl , 688 , 2.0
ethyl , 705 , 1.0
audiences , 1318 , 1.0
audiences , 345 , 1.0
audiences , 497 , 1.0
computerfiling , 326 , 1.0
ofautomata , 397 , 1.0
preprints , 1209 , 1.0
projectmakes , 1364 , 1.0
bibliographical , 34 , 1.0
bibliographical , 1182 , 1.0
bibliographical , 1435 , 1.0
bibliographical , 1042 , 1.0
bibliographical , 1020 , 1.0
bibliographical , 197 , 1.0
bibliographical , 919 , 1.0
bibliographical , 1257 , 1.0
bibliographical , 1380 , 2.0
bibliographical , 268 , 1.0
bibliographical , 199 , 1.0
bibliographical , 1157 , 1.0
bibliographical , 337 , 1.0
bibliographical , 521 , 1.0
bibliographical , 753 , 1.0
bibliographical , 190 , 1.0
bibliographical , 345 , 1.0
bibliographical , 97 , 2.0
bibliographical , 3 , 2.0
relevancy , 1120 , 1.0
relevancy , 28 , 1.0
relevancy , 738 , 1.0
relevancy , 1054 , 3.0
holism , 1233 , 1.0
ofhypothesis , 160 , 1.0
drawnaround , 1187 , 1.0
linearbounded , 397 , 1.0
architect , 1197 , 1.0
clasfy , 1419 , 2.0
andupbringing , 256 , 1.0
archive , 283 , 1.0
abandons , 612 , 1.0
americansoldier , 1340 , 1.0
intuitive , 772 , 1.0
intuitive , 489 , 1.0
intuitive , 1183 , 1.0
recon , 863 , 3.0
recon , 1079 , 3.0
recon , 990 , 1.0
recon , 861 , 2.0
satelliteswill , 400 , 1.0
metaphorical , 665 , 1.0
don , 1402 , 2.0
earlies , 217 , 1.0
thecharacteristics , 97 , 1.0
thecharacteristics , 998 , 1.0
plotted , 115 , 2.0
plotted , 765 , 1.0
professionaldegree , 896 , 1.0
registering , 709 , 1.0
writes , 1335 , 1.0
writes , 412 , 1.0
imperatives , 665 , 1.0
width , 155 , 1.0
width , 1039 , 1.0
dicraredicalclassification , 898 , 1.0
encodes , 698 , 1.0
woven , 895 , 1.0
costdata , 976 , 1.0
shouldthink , 121 , 1.0
stenstrom , 431 , 1.0
discussionof , 176 , 1.0
discussionof , 917 , 1.0
discussionof , 96 , 1.0
orby , 772 , 1.0
squares , 794 , 1.0
ofdifferences , 778 , 1.0
important , 120 , 1.0
important , 93 , 1.0
important , 589 , 1.0
important , 862 , 1.0
important , 223 , 1.0
important , 89 , 1.0
important , 768 , 1.0
important , 124 , 1.0
important , 8 , 1.0
important , 170 , 1.0
important , 461 , 1.0
important , 1198 , 1.0
important , 1420 , 1.0
important , 896 , 1.0
important , 404 , 1.0
important , 1001 , 1.0
important , 1082 , 1.0
important , 475 , 1.0
important , 1273 , 2.0
important , 1118 , 1.0
important , 1373 , 1.0
important , 1346 , 1.0
important , 821 , 1.0
important , 1298 , 1.0
important , 1039 , 3.0
important , 244 , 1.0
important , 123 , 1.0
important , 1427 , 1.0
important , 1425 , 1.0
important , 437 , 2.0
important , 24 , 2.0
important , 94 , 1.0
important , 341 , 1.0
important , 1186 , 1.0
important , 59 , 2.0
important , 890 , 1.0
important , 375 , 1.0
important , 1063 , 1.0
important , 76 , 1.0
important , 909 , 1.0
important , 228 , 1.0
important , 1045 , 1.0
important , 138 , 1.0
important , 511 , 1.0
important , 559 , 1.0
important , 978 , 1.0
important , 1440 , 1.0
important , 561 , 1.0
important , 1411 , 1.0
important , 935 , 1.0
important , 505 , 1.0
important , 1356 , 1.0
important , 364 , 1.0
important , 1240 , 1.0
important , 1141 , 1.0
important , 808 , 1.0
important , 234 , 1.0
important , 820 , 1.0
important , 1314 , 1.0
important , 1417 , 1.0
important , 6 , 1.0
important , 1099 , 1.0
important , 337 , 1.0
important , 785 , 1.0
important , 1179 , 1.0
important , 582 , 1.0
important , 17 , 1.0
important , 25 , 1.0
important , 554 , 2.0
important , 208 , 1.0
important , 1444 , 1.0
important , 780 , 1.0
important , 683 , 1.0
important , 156 , 1.0
important , 760 , 1.0
important , 1315 , 1.0
important , 630 , 1.0
important , 149 , 1.0
important , 357 , 1.0
important , 1418 , 1.0
important , 849 , 2.0
important , 1111 , 1.0
important , 575 , 1.0
important , 1399 , 2.0
important , 712 , 1.0
important , 81 , 1.0
important , 611 , 1.0
important , 416 , 1.0
important , 1319 , 1.0
important , 160 , 1.0
important , 1274 , 1.0
important , 1349 , 1.0
important , 594 , 1.0
important , 247 , 1.0
important , 7 , 1.0
important , 207 , 1.0
important , 1188 , 2.0
important , 254 , 1.0
important , 953 , 1.0
important , 1322 , 1.0
important , 1015 , 1.0
important , 971 , 1.0
important , 377 , 1.0
important , 1050 , 1.0
important , 1382 , 1.0
important , 975 , 1.0
important , 1180 , 1.0
important , 1341 , 1.0
important , 964 , 1.0
important , 136 , 1.0
brash , 259 , 1.0
having , 310 , 1.0
having , 519 , 1.0
having , 675 , 1.0
having , 19 , 1.0
having , 1261 , 1.0
having , 743 , 1.0
having , 497 , 1.0
having , 928 , 2.0
having , 736 , 3.0
having , 888 , 2.0
having , 314 , 1.0
having , 772 , 1.0
having , 387 , 1.0
having , 559 , 1.0
having , 148 , 1.0
having , 921 , 1.0
having , 1024 , 1.0
having , 876 , 1.0
having , 554 , 1.0
having , 245 , 1.0
having , 1207 , 1.0
having , 115 , 1.0
having , 666 , 1.0
having , 86 , 1.0
having , 1403 , 1.0
having , 835 , 1.0
having , 1008 , 1.0
having , 1188 , 1.0
having , 1021 , 1.0
othersystems , 381 , 1.0
model40 , 773 , 1.0
emphasizecomputer , 454 , 1.0
installed , 737 , 1.0
installed , 811 , 1.0
merits , 164 , 1.0
merits , 650 , 1.0
merits , 1350 , 1.0
merits , 490 , 1.0
merits , 704 , 1.0
merits , 795 , 1.0
merits , 734 , 1.0
merits , 1253 , 1.0
thereare , 313 , 1.0
thereare , 920 , 1.0
thereare , 627 , 1.0
thereare , 1403 , 1.0
thereare , 1124 , 1.0
thereare , 229 , 1.0
specifies , 678 , 1.0
searcheswere , 468 , 1.0
theprincipal , 472 , 1.0
theprincipal , 112 , 1.0
dawn , 1253 , 1.0
orquestions , 819 , 1.0
trivial , 701 , 1.0
requests , 223 , 1.0
requests , 526 , 1.0
requests , 1147 , 1.0
requests , 552 , 1.0
requests , 783 , 1.0
requests , 1120 , 3.0
requests , 1126 , 2.0
requests , 1118 , 1.0
requests , 1156 , 1.0
requests , 382 , 1.0
requests , 10 , 1.0
requests , 550 , 1.0
requests , 1103 , 1.0
requests , 1170 , 1.0
requests , 1158 , 3.0
requests , 71 , 1.0
requests , 479 , 1.0
requests , 596 , 1.0
requests , 788 , 3.0
requests , 394 , 2.0
requests , 309 , 1.0
requests , 58 , 4.0
requests , 644 , 1.0
requests , 1138 , 1.0
requests , 488 , 1.0
requests , 871 , 1.0
requests , 551 , 3.0
requests , 218 , 1.0
requests , 207 , 1.0
requests , 1124 , 1.0
requests , 1327 , 2.0
requests , 1155 , 4.0
requests , 1130 , 1.0
requests , 711 , 1.0
theinsight , 1440 , 1.0
theinsight , 234 , 1.0
ofabstract , 1172 , 1.0
delineated , 95 , 1.0
delineated , 290 , 1.0
technicallibrary , 153 , 1.0
consumingprocess , 1091 , 1.0
technologydeveloped , 1175 , 1.0
preventable , 550 , 1.0
thiscountry , 247 , 1.0
appearingconcepts , 549 , 1.0
discovery , 89 , 1.0
discovery , 1082 , 1.0
discovery , 503 , 1.0
discovery , 1444 , 1.0
discovery , 1399 , 1.0
discovery , 371 , 1.0
discovery , 905 , 1.0
alsoin , 1402 , 1.0
encroach , 1209 , 1.0
kiev , 1175 , 1.0
civilized , 142 , 1.0
unmodified , 679 , 1.0
onlycontribution , 90 , 1.0
usefulresearch , 27 , 1.0
zone , 62 , 2.0
thetools , 1053 , 1.0
reflect , 515 , 1.0
reflect , 153 , 1.0
reflect , 735 , 1.0
reflect , 1123 , 1.0
reflect , 40 , 1.0
reflect , 373 , 1.0
reflect , 821 , 1.0
reflect , 217 , 1.0
reflect , 350 , 1.0
reflect , 71 , 1.0
reflect , 1128 , 1.0
reflect , 413 , 1.0
reflect , 208 , 1.0
reflect , 1019 , 1.0
reflect , 319 , 1.0
reflect , 327 , 1.0
andtesting , 128 , 1.0
clamps , 328 , 1.0
accompanying , 432 , 1.0
otherprinted , 194 , 1.0
computerization , 90 , 1.0
computerization , 375 , 1.0
computerization , 289 , 1.0
computerization , 17 , 1.0
computerization , 496 , 1.0
elementary , 291 , 2.0
elementary , 1137 , 1.0
elementary , 340 , 1.0
elementary , 937 , 1.0
elementary , 897 , 1.0
elementary , 1054 , 1.0
elementary , 417 , 1.0
referenceto , 1093 , 1.0
fortunately , 536 , 1.0
citationsand , 190 , 1.0
byconventional , 1277 , 1.0
swritings , 826 , 1.0
enclosure , 636 , 1.0
weekly , 164 , 1.0
weekly , 866 , 1.0
weekly , 491 , 1.0
weekly , 1415 , 1.0
weekly , 687 , 1.0
weekly , 930 , 1.0
psychologists , 1213 , 1.0
psychologists , 95 , 1.0
questionswithin , 1027 , 1.0
aging , 808 , 1.0
aging , 1090 , 3.0
visceral , 274 , 1.0
arewe , 24 , 1.0
pertinent , 62 , 1.0
pertinent , 1071 , 1.0
pertinent , 166 , 1.0
pertinent , 419 , 1.0
pertinent , 80 , 1.0
pertinent , 778 , 1.0
pertinent , 1236 , 1.0
pertinent , 352 , 1.0
let , 87 , 1.0
let , 909 , 1.0
let , 270 , 1.0
let , 592 , 1.0
let , 245 , 1.0
let , 319 , 1.0
let , 584 , 1.0
anda , 379 , 1.0
anda , 1187 , 1.0
anda , 198 , 1.0
useof , 552 , 1.0
useof , 743 , 1.0
useof , 429 , 1.0
useof , 155 , 1.0
useof , 94 , 1.0
useof , 704 , 1.0
useof , 371 , 1.0
useof , 1055 , 1.0
useof , 183 , 1.0
useof , 150 , 1.0
useof , 323 , 1.0
useof , 774 , 1.0
useof , 669 , 1.0
playgrounds , 401 , 1.0
lastquarter , 1067 , 1.0
top , 89 , 2.0
top , 415 , 1.0
top , 418 , 1.0
top , 291 , 1.0
top , 588 , 1.0
top , 639 , 1.0
top , 1451 , 1.0
top , 102 , 1.0
800 , 550 , 1.0
classify , 503 , 1.0
classify , 1404 , 1.0
classify , 282 , 1.0
classify , 576 , 1.0
economies , 167 , 1.0
economies , 792 , 1.0
economies , 366 , 1.0
takenas , 660 , 1.0
recordingthe , 208 , 1.0
mostof , 1448 , 1.0
mostof , 129 , 1.0
beaconmethod , 1126 , 1.0
spots , 414 , 1.0
lecture , 548 , 1.0
lecture , 184 , 1.0
lecture , 1243 , 1.0
component , 67 , 1.0
component , 832 , 1.0
component , 572 , 2.0
component , 1417 , 1.0
component , 666 , 2.0
component , 998 , 1.0
component , 1008 , 1.0
component , 566 , 1.0
relativemerits , 966 , 1.0
correctness , 84 , 2.0
correctness , 799 , 1.0
correctness , 68 , 1.0
major , 113 , 1.0
major , 1394 , 1.0
major , 182 , 1.0
major , 223 , 1.0
major , 400 , 1.0
major , 620 , 1.0
major , 170 , 1.0
major , 813 , 1.0
major , 313 , 2.0
major , 1208 , 1.0
major , 523 , 2.0
major , 702 , 1.0
major , 40 , 1.0
major , 1259 , 1.0
major , 1060 , 1.0
major , 1317 , 1.0
major , 1020 , 1.0
major , 1453 , 1.0
major , 1273 , 1.0
major , 919 , 1.0
major , 739 , 1.0
major , 588 , 1.0
major , 303 , 1.0
major , 123 , 2.0
major , 1181 , 1.0
major , 1223 , 1.0
major , 336 , 1.0
major , 728 , 1.0
major , 1145 , 1.0
major , 1175 , 1.0
major , 426 , 1.0
major , 1197 , 1.0
major , 112 , 1.0
major , 10 , 1.0
major , 1066 , 1.0
major , 1271 , 1.0
major , 375 , 1.0
major , 476 , 1.0
major , 484 , 2.0
major , 419 , 1.0
major , 989 , 1.0
major , 1070 , 1.0
major , 339 , 2.0
major , 653 , 1.0
major , 65 , 1.0
major , 1411 , 1.0
major , 910 , 1.0
major , 1457 , 1.0
major , 642 , 1.0
major , 108 , 1.0
major , 1331 , 1.0
major , 80 , 1.0
major , 219 , 1.0
major , 586 , 1.0
major , 1058 , 1.0
major , 413 , 1.0
major , 126 , 1.0
major , 1168 , 1.0
major , 815 , 1.0
major , 737 , 1.0
major , 883 , 2.0
major , 409 , 1.0
major , 17 , 1.0
major , 394 , 1.0
major , 397 , 1.0
major , 554 , 1.0
major , 208 , 1.0
major , 536 , 2.0
major , 391 , 1.0
major , 122 , 1.0
major , 1275 , 1.0
major , 1444 , 1.0
major , 934 , 1.0
major , 950 , 1.0
major , 249 , 1.0
major , 1040 , 1.0
major , 156 , 1.0
major , 809 , 1.0
major , 1321 , 1.0
major , 311 , 1.0
major , 1065 , 1.0
major , 1255 , 2.0
major , 1111 , 1.0
major , 1297 , 1.0
major , 402 , 1.0
major , 38 , 1.0
major , 1416 , 1.0
major , 922 , 1.0
major , 958 , 1.0
major , 1377 , 1.0
major , 1337 , 1.0
major , 1038 , 1.0
major , 594 , 2.0
major , 427 , 1.0
major , 551 , 1.0
major , 432 , 1.0
major , 272 , 1.0
major , 905 , 1.0
major , 733 , 1.0
major , 468 , 2.0
major , 1021 , 1.0
major , 828 , 1.0
major , 700 , 1.0
major , 1015 , 1.0
major , 930 , 1.0
major , 1144 , 1.0
major , 380 , 1.0
major , 1090 , 1.0
major , 999 , 1.0
major , 830 , 1.0
